work_order_id,part_number_raw,part_number_clean,customer,quantity_ordered,machine_id,operator_id_raw,operator_id_clean,shift_code,lot_id_raw,lot_id_clean,order_date,scheduled_start,actual_start,complexity,material_type,requires_welding,std_labor_hrs
WO-10140,p-1021,P-1021,Customer C,20,M03,Cristian Santos,OP005,Shift A,LOT-1003,LOT-1003,2023-01-16,2023-01-16 07:44:00,2023-01-16 07:44:00,High,14ga Steel,False,4.75
WO-10141,p-1005,P-1005,Customer C,12,M07,OP013,OP013,Shift A,,LOT-1001,2023-01-16,2023-01-16 07:01:00,2023-01-16 07:07:00,Low,16ga Steel,False,3.09
WO-10142,P-1015,P-1015,Customer D,25,M07,OP016,OP016,Shift B,,LOT-1004,2023-01-16,2023-01-16 15:08:00,2023-01-16 15:38:00,Medium,"3/8"" Plate",False,3.73
WO-10143,P 1018,P-1018,Customer H,7,M07,OP001,OP001,Shift B,LOT1001,LOT-1001,2023-01-17,2023-01-17 13:24:00,2023-01-17 14:33:00,High,16ga Steel,True,2.78
WO-10144,P-1032,P-1032,Customer F,5,M06,OP017,OP017,Shift A,,LOT-1005,2023-01-17,2023-01-17 07:15:00,2023-01-17 07:23:00,Medium,Aluminum 5052,False,2.02
WO-10145,P-1022,P-1022,Customer G,22,M03,OP004,OP004,Shift A,LOT-1009,LOT-1009,2023-01-17,2023-01-17 05:46:00,2023-01-17 07:08:00,Medium,Stainless 304,False,1.03
WO-10146,P-1011,P-1011,Customer B,6,M05,OP012,OP012,Shift B,,LOT-1005,2023-01-17,2023-01-17 14:57:00,2023-01-17 15:02:00,High,Aluminum 5052,True,1.39
WO-10147,P-1020,P-1020,Customer A,25,M06,OP014,OP014,Shift B,LOT-1005,LOT-1005,2023-01-17,2023-01-17 14:31:00,2023-01-17 15:16:00,Low,Aluminum 5052,False,3.38
WO-10148,P-1003,P-1003,Customer D,17,M04,OP008,OP008,Shift B,LOT-1002,LOT-1002,2023-01-17,2023-01-17 15:24:00,2023-01-17 15:47:00,Medium,"1/4"" Plate",False,4.63
WO-10149,P-1031,P-1031,Customer B,10,M05,OP010,OP010,Shift B,LOT-1014,LOT-1014,2023-01-17,2023-01-17 14:24:00,2023-01-17 15:05:00,Medium,"1/4"" Plate",True,3.44
WO-10150,P1006,P-1006,Customer B,16,M02,OP015,OP015,Shift A,LOT-1002,LOT-1002,2023-01-17,2023-01-17 06:25:00,2023-01-17 07:10:00,Medium,"1/4"" Plate",False,2.57
WO-10151,p-1027,P-1027,Customer F,10,M07,OP001,OP001,Shift B,LOT-1007,LOT-1007,2023-01-18,2023-01-18 15:14:00,2023-01-18 15:32:00,Medium,Stainless 304,False,3.84
WO-10152,P-1028,P-1028,Customer B,23,M06,OP005,OP005,,LOT1001,LOT-1001,2023-01-18,2023-01-18 07:04:00,2023-01-18 07:23:00,Low,16ga Steel,False,3.53
WO-10153,P-1028,P-1028,Customer B,15,M06,OP010,OP010,Shift B,,LOT-1001,2023-01-18,2023-01-18 14:02:00,2023-01-18 14:33:00,Low,16ga Steel,False,3.53
WO-10154,P-1007,P-1007,Customer B,19,M02,OP005,OP005,Shift A,LOT1001,LOT-1001,2023-01-18,2023-01-18 06:31:00,2023-01-18 07:49:00,Medium,16ga Steel,True,0.78
WO-10155,P1018,P-1018,Customer H,15,M05,OP007,OP007,Shift B,LOT1001,LOT-1001,2023-01-18,2023-01-18 13:21:00,2023-01-18 14:51:00,High,16ga Steel,True,2.78
WO-10156,P-1004,P-1004,Customer D,12,M06,OP008,OP008,Shift B,LOT-1004,LOT-1004,2023-01-18,2023-01-18 14:25:00,2023-01-18 14:50:00,Medium,"3/8"" Plate",True,4.61
WO-10157,p-1008,P-1008,Customer G,22,M05,Derek Zuniga,OP018,Shift A,LOT-1004,LOT-1004,2023-01-18,2023-01-18 07:18:00,2023-01-18 07:29:00,Low,"3/8"" Plate",False,1.97
WO-10158,P1004,P-1004,Customer D,9,M06,OP011,OP011,Shift B,LOT-1004,LOT-1004,2023-01-18,2023-01-18 14:30:00,2023-01-18 15:52:00,Medium,"3/8"" Plate",True,4.61
WO-10159,P 1004,P-1004,Customer D,18,M06,OP012,OP012,Shift B,LOT-1004,LOT-1004,2023-01-18,2023-01-18 14:42:00,2023-01-18 14:49:00,Medium,"3/8"" Plate",True,4.61
WO-10160,PART-1007,P-1007,Customer B,7,M02,OP013,OP013,Shift A,LOT1001,LOT-1001,2023-01-18,2023-01-18 06:12:00,2023-01-18 07:33:00,Medium,16ga Steel,True,0.78
WO-10161,PART-1017,P-1017,Customer D,9,M01,OP013,OP013,Shift A,,LOT-1005,2023-01-18,2023-01-18 05:18:00,2023-01-18 06:37:00,High,Aluminum 5052,False,4.9
WO-10162,P-1021,P-1021,Customer C,23,M03,OP002,OP002,Shift A,LOT-1003,LOT-1003,2023-01-18,2023-01-18 06:20:00,2023-01-18 07:41:00,High,14ga Steel,False,4.75
WO-10163,P-1001,P-1001,Customer A,6,M07,OP014,OP014,Shift B,LOT1001,LOT-1001,2023-01-18,2023-01-18 14:26:00,2023-01-18 15:19:00,Medium,16ga Steel,True,1.02
WO-10164,P 1030,P-1030,Customer G,16,M01,OP007,OP007,Shift B,LOT-1000,LOT-1000,2023-01-18,2023-01-18 15:30:00,2023-01-18 15:46:00,Medium,12ga Steel,True,2.15
WO-10165,P-1023,P-1023,Customer F,17,M02,OP015,OP015,Shift A,LOT-1000,LOT-1000,2023-01-18,2023-01-18 05:13:00,2023-01-18 06:06:00,Medium,12ga Steel,True,2.76
WO-10166,PART-1010,P-1010,Customer A,20,M03,OP016,OP016,,LOT-1007,LOT-1007,2023-01-19,2023-01-19 14:41:00,2023-01-19 15:31:00,Low,Stainless 304,True,4.08
WO-10167,P-1032,P-1032,Customer F,25,M06,OP007,OP007,Shift B,LOT-1005,LOT-1005,2023-01-19,2023-01-19 13:42:00,2023-01-19 14:18:00,Medium,Aluminum 5052,False,2.02
WO-10168,P-1034,P-1034,Customer E,6,M02,OP004,OP004,Shift A,LOT-1000,LOT-1000,2023-01-19,2023-01-19 06:36:00,2023-01-19 07:48:00,Medium,12ga Steel,False,2.39
WO-10169,P-1012,P-1012,Customer D,24,M04,OP014,OP014,Shift B,LOT-1008,LOT-1008,2023-01-19,2023-01-19 15:33:00,2023-01-19 15:48:00,Medium,"3/8"" Plate",False,1.39
WO-10170,P-1008,P-1008,Customer G,24,M05,OP017,OP017,Shift A,LOT-1004,LOT-1004,2023-01-19,2023-01-19 06:44:00,2023-01-19 07:48:00,Low,"3/8"" Plate",False,1.97
WO-10171,P-1002,P-1002,Customer E,24,M01,OP002,OP002,Shift A,LOT-1005,LOT-1005,2023-01-19,2023-01-19 07:16:00,2023-01-19 07:33:00,Medium,Aluminum 5052,False,4.78
WO-10172,P-1020,P-1020,Customer A,21,M06,OP006,OP006,Shift B,LOT-1005,LOT-1005,2023-01-19,2023-01-19 14:07:00,2023-01-19 15:37:00,Low,Aluminum 5052,False,3.38
WO-10173,PART-1019,P-1019,Customer E,25,M06,OP001,OP001,,LOT1001,LOT-1001,2023-01-19,2023-01-19 14:50:00,2023-01-19 15:50:00,Medium,16ga Steel,True,0.85
WO-10174,p-1016,P-1016,Customer G,12,M05,OP002,OP002,,LOT-1006,LOT-1006,2023-01-19,2023-01-19 05:40:00,2023-01-19 07:09:00,Low,14ga Steel,False,4.13
WO-10175,P-1012,P-1012,Customer D,24,M04,OP018,OP018,Shift A,LOT-1008,LOT-1008,2023-01-20,2023-01-20 06:19:00,2023-01-20 06:26:00,Medium,"3/8"" Plate",False,1.39
WO-10176,P 1008,P-1008,Customer G,19,M05,OP019,OP019,Shift A,LOT-1008,LOT-1008,2023-01-20,2023-01-20 06:37:00,2023-01-20 07:20:00,Low,"3/8"" Plate",False,1.97
WO-10177,P1034,P-1034,Customer E,12,M02,OP008,OP008,Shift B,LOT-1012,LOT-1012,2023-01-20,2023-01-20 13:39:00,2023-01-20 14:17:00,Medium,12ga Steel,False,2.39
WO-10178,P-1018,P-1018,Customer H,22,M07,OP018,OP018,Shift A,LOT1001,LOT-1001,2023-01-20,2023-01-20 06:28:00,2023-01-20 07:18:00,High,16ga Steel,True,2.78
WO-10179,PART-1022,P-1022,Customer G,25,M03,Lisa Hensley,OP013,Shift A,LOT-1007,LOT-1007,2023-01-20,2023-01-20 05:21:00,2023-01-20 06:22:00,Medium,Stainless 304,False,1.03
WO-10180,P1013,P-1013,Customer D,12,M02,OP019,OP019,Shift A,LOT-1007,LOT-1007,2023-01-20,2023-01-20 05:14:00,2023-01-20 06:39:00,Low,Stainless 304,True,2.94
WO-10181,P 1033,P-1033,Customer F,10,M06,OP009,OP009,Shift A,LOT-1007,LOT-1007,2023-01-20,2023-01-20 05:00:00,2023-01-20 06:00:00,Medium,Stainless 304,True,4.52
WO-10182,P1018,P-1018,Customer H,6,M07,OP008,OP008,Shift B,,LOT-1001,2023-01-23,2023-01-23 14:12:00,2023-01-23 14:34:00,High,16ga Steel,True,2.78
WO-10183,PART-1026,P-1026,Customer D,14,M06,OP002,OP002,Shift A,LOT-1011,LOT-1011,2023-01-23,2023-01-23 07:10:00,2023-01-23 07:11:00,High,14ga Steel,False,4.66
WO-10184,PART-1019,P-1019,Customer E,21,M06,OP015,OP015,Shift A,LOT-1018,LOT-1018,2023-01-23,2023-01-23 07:32:00,2023-01-23 07:56:00,Medium,16ga Steel,True,0.85
WO-10185,P-1007,P-1007,Customer B,14,M02,OP006,OP006,Shift B,LOT1001,LOT-1001,2023-01-23,2023-01-23 14:23:00,2023-01-23 14:47:00,Medium,16ga Steel,True,0.78
WO-10186,P-1011,P-1011,Customer B,12,M05,OP011,OP011,,LOT-1005,LOT-1005,2023-01-23,2023-01-23 13:19:00,2023-01-23 14:08:00,High,Aluminum 5052,True,1.39
WO-10187,P1015,P-1015,Customer D,12,M07,OP008,OP008,,LOT-1008,LOT-1008,2023-01-23,2023-01-23 14:01:00,2023-01-23 14:16:00,Medium,"3/8"" Plate",False,3.73
WO-10188,P-1029,P-1029,Customer B,14,M04,OP006,OP006,Shift B,LOT-1014,LOT-1014,2023-01-23,2023-01-23 15:16:00,2023-01-23 15:44:00,Low,"1/4"" Plate",True,3.64
WO-10189,P1014,P-1014,Customer A,20,M04,OP018,OP018,Shift A,LOT-1012,LOT-1012,2023-01-23,2023-01-23 06:01:00,2023-01-23 07:26:00,Low,12ga Steel,False,0.62
WO-10190,PART-1013,P-1013,Customer D,8,M02,OP020,OP020,,LOT-1009,LOT-1009,2023-01-23,2023-01-23 05:54:00,2023-01-23 07:04:00,Low,Stainless 304,True,2.94
WO-10191,P-1012,P-1012,Customer D,23,M04,OP005,OP005,Shift A,LOT-1008,LOT-1008,2023-01-24,2023-01-24 05:38:00,2023-01-24 06:43:00,Medium,"3/8"" Plate",False,1.39
WO-10192,P-1028,P-1028,Customer B,14,M06,OP018,OP018,Shift A,LOT1001,LOT-1001,2023-01-24,2023-01-24 05:45:00,2023-01-24 06:35:00,Low,16ga Steel,False,3.53
WO-10193,P-1016,P-1016,Customer G,6,M05,OP009,OP009,Shift A,,LOT-1011,2023-01-24,2023-01-24 07:36:00,2023-01-24 07:44:00,Low,14ga Steel,False,4.13
WO-10194,P 1030,P-1030,Customer G,17,M01,OP013,OP013,Shift A,LOT-1000,LOT-1000,2023-01-24,2023-01-24 06:35:00,2023-01-24 07:23:00,Medium,12ga Steel,True,2.15
WO-10195,P 1024,P-1024,Customer E,17,M01,OP019,OP019,Shift A,LOT-1018,LOT-1018,2023-01-24,2023-01-24 05:43:00,2023-01-24 06:11:00,Low,16ga Steel,False,3.13
WO-10196,P-1000,P-1000,Customer B,19,M03,OP013,OP013,Shift A,LOT-1007,LOT-1007,2023-01-24,2023-01-24 07:17:00,2023-01-24 07:52:00,Low,Stainless 304,True,2.03
WO-10197,P-1012,P-1012,Customer D,8,M04,OP002,OP002,Shift A,LOT1010,LOT-1010,2023-01-24,2023-01-24 05:18:00,2023-01-24 06:15:00,Medium,"3/8"" Plate",False,1.39
WO-10198,PART-1003,P-1003,Customer D,6,M04,OP002,OP002,Shift A,LOT-1002,LOT-1002,2023-01-24,2023-01-24 06:11:00,2023-01-24 06:48:00,Medium,"1/4"" Plate",False,4.63
WO-10199,P-1014,P-1014,Customer A,9,M04,OP016,OP016,Shift B,LOT-1000,LOT-1000,2023-01-24,2023-01-24 14:09:00,2023-01-24 15:15:00,Low,12ga Steel,False,0.62
